"datasourceId","Drug_name","TA","noTarget","interactionAssociation","phenotypeAssociation","score","datasourceName","datasourceType","Year","Brand_name","Drug_name_original"
"cancer_biomarkers","TECHNETIUM TC 99M TILMANOCEPT","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2013,"Lymphoseek kit","Technetium TC 99m tilmanocept"
"cancer_biomarkers","TECHNETIUM TC 99M TILMANOCEPT","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2013,"Lymphoseek kit","Technetium TC 99m tilmanocept"
"cancer_biomarkers","SOFOSBUVIR","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2013,"Sovaldi","Sofosbuvir"
"cancer_biomarkers","SIMEPREVIR","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2013,"Olysio","Simeprevir"
"cancer_biomarkers","RADIUM RA 223 DICHLORIDE","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2013,"Xofigo","Radium RA 223 dichloride"
"cancer_biomarkers","MACITENTAN","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2013,"Opsumit","Macitentan"
"cancer_biomarkers","LULICONAZOLE","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2013,"Luzu","Luliconazole"
"cancer_biomarkers","GADOTERATE MEGLUMINE","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2013,"Dotarem","Gadoterate meglumine"
"cancer_biomarkers","FLUTEMETAMOL F-18","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2013,"Vizamyl","Flutemetamol F-18"
"cancer_biomarkers","DOLUTEGRAVIR","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2013,"Tivicay","Dolutegravir"
"cancer_biomarkers","CANAGLIFLOZIN","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2013,"Invokana","Canagliflozin"
"cancer_biomarkers","CANAGLIFLOZIN","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2013,"Invokana","Canagliflozin"
"cancer_biomarkers","VILANTEROL","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2013,"Breo Ellipta","Fluticasone; vilanterol"
"cancer_biomarkers","VILANTEROL","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2013,"Anoro Ellipta","Umeclidinium; vilanterol"
"cancer_biomarkers","OSPEMIFENE","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2013,"Osphena","Ospemifene"
"cancer_biomarkers","OSPEMIFENE","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2013,"Osphena","Ospemifene"
"cancer_biomarkers","OBINUTUZUMAB","Oncology",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2013,"Gazyva","Obinutuzumab"
"cancer_biomarkers","ESTROGENS, CONJUGATED","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2013,"Duavee","Bazedoxifene acetate; oestrogens"
"cancer_biomarkers","ESTROGENS, CONJUGATED","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2013,"Duavee","Bazedoxifene acetate; oestrogens"
"cancer_biomarkers","BAZEDOXIFENE ACETATE","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2013,"Duavee","Bazedoxifene acetate; oestrogens"
"cancer_biomarkers","BAZEDOXIFENE ACETATE","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2013,"Duavee","Bazedoxifene acetate; oestrogens"
"cancer_biomarkers","DIMETHYL FUMARATE","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2013,"Tecfidera","Dimethyl fumarate"
"cancer_biomarkers","TRAMETINIB","Oncology",FALSE,NA,TRUE,0,"Cancer Biomarkers (CGI)","Somatic",2013,"Mekinist","Trametinib"
"cancer_biomarkers","DABRAFENIB","Oncology",FALSE,NA,TRUE,0,"Cancer Biomarkers (CGI)","Somatic",2013,"Tafinlar","Dabrafenib"
"cancer_biomarkers","RIOCIGUAT","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2013,"Adempas","Riociguat"
"cancer_biomarkers","UMECLIDINIUM","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2013,"Anoro Ellipta","Umeclidinium; vilanterol"
"cancer_biomarkers","TRASTUZUMAB EMTANSINE","Oncology",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2013,"Kadcyla","Ado-trastuzumab emtansine"
"cancer_biomarkers","VORTIOXETINE","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2013,"Brintellix","Vortioxetine"
"cancer_biomarkers","ALOGLIPTIN","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2013,"Nesina","Alogliptin"
"cancer_biomarkers","IBRUTINIB","Oncology",FALSE,TRUE,TRUE,0.607930797611621,"Cancer Biomarkers (CGI)","Somatic",2013,"Imbruvica","Ibrutinib"
"cancer_biomarkers","FLUTICASONE","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2013,"Breo Ellipta","Fluticasone; vilanterol"
"cancer_biomarkers","POMALIDOMIDE","Oncology",FALSE,TRUE,TRUE,0.906661236771331,"Cancer Biomarkers (CGI)","Somatic",2013,"Pomalyst","Pomalidomide"
"cancer_biomarkers","MIPOMERSEN","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2013,"Kynamro","Mipomersen"
"cancer_biomarkers","ESLICARBAZEPINE","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2013,"Aptiom","Eslicarbazepine"
"cancer_biomarkers","AFATINIB","Oncology",FALSE,TRUE,TRUE,0.968836966996368,"Cancer Biomarkers (CGI)","Somatic",2013,"Gilotrif","Afatinib"
"cancer_gene_census","TECHNETIUM TC 99M TILMANOCEPT","No human target",TRUE,NA,NA,NA,"CGC (COSMIC)","Somatic",2013,"Lymphoseek kit","Technetium TC 99m tilmanocept"
"cancer_gene_census","TECHNETIUM TC 99M TILMANOCEPT","No human target",TRUE,NA,NA,NA,"CGC (COSMIC)","Somatic",2013,"Lymphoseek kit","Technetium TC 99m tilmanocept"
"cancer_gene_census","SOFOSBUVIR","No human target",TRUE,NA,NA,NA,"CGC (COSMIC)","Somatic",2013,"Sovaldi","Sofosbuvir"
