"datasourceId","Drug_name","TA","noTarget","interactionAssociation","phenotypeAssociation","score","datasourceName","datasourceType","Year","Brand_name","Drug_name_original"
"cancer_biomarkers","Xenon Xe 129 hyperpolarized","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2022,"Xenoview","Xenon Xe 129 hyperpolarized"
"cancer_biomarkers","VOXILAPREVIR","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2017,"Vosevi","Sofosbuvir; velpatasvir; voxilaprevir"
"cancer_biomarkers","VORAPAXAR","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2014,"Zontivity","Vorapaxar"
"cancer_biomarkers","VORAPAXAR","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2014,"Zontivity","Vorapaxar"
"cancer_biomarkers","Vonoprazan","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2022,"Voquezna Triple Pak","Vonoprazan; amoxicillin; clarithromycin"
"cancer_biomarkers","Viloxazine","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2021,"Qelbree","Viloxazine"
"cancer_biomarkers","VIBEGRON","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2020,"Gemtesa","Vibegron"
"cancer_biomarkers","VELPATASVIR","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2017,"Vosevi","Sofosbuvir; velpatasvir; voxilaprevir"
"cancer_biomarkers","VELPATASVIR","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2016,"Epclusa","Sofosbuvir; velpatasvir"
"cancer_biomarkers","VABORBACTAM","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2017,"Vabomere","Meropenem; vaborbactam"
"cancer_biomarkers","URIDINE","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2015,"Xuriden","Uridine"
"cancer_biomarkers","Ublituximab","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2022,"Briumvi","Ublituximab"
"cancer_biomarkers","TRIHEPTANOIN","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2020,"Dojolvi","Triheptanoin"
"cancer_biomarkers","TRIFAROTENE","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2019,"Aklief","Trifarotene"
"cancer_biomarkers","TRICLABENDAZOLE","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2019,"Egaten","Triclabendazole"
"cancer_biomarkers","TRABECTEDIN","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2015,"Yondelis","Trabectedin"
"cancer_biomarkers","TRABECTEDIN","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2015,"Yondelis","Trabectedin"
"cancer_biomarkers","TIPIRACIL","Oncology",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2015,"Lonsurf","Tipiracil; trifluridine"
"cancer_biomarkers","Terlipressin","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2022,"Terlivaz","Terlipressin"
"cancer_biomarkers","TEPROTUMUMAB","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2020,"Tepezza","Teprotumumab"
"cancer_biomarkers","TENOFOVIR ALAFENAMIDE","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2018,"Biktarvy","Bictegravir; emtricitabine; tenofovir alafenamide"
"cancer_biomarkers","TENOFOVIR","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2015,"Genvoya","Elvitegravir; cobicistat; emtricitabine; tenofovir"
"cancer_biomarkers","TENAPANOR","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2019,"Ibsrela","Tenapanor"
"cancer_biomarkers","TELOTRISTAT ETIPRATE","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2017,"Xermelo","Telotristat etiprate"
"cancer_biomarkers","TELOTRISTAT ETIPRATE","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2017,"Xermelo","Telotristat etiprate"
"cancer_biomarkers","TEDIZOLID","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2014,"Sivextro","Tedizolid"
"cancer_biomarkers","TECOVIRIMAT","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2018,"TPOXX","Tecovirimat"
"cancer_biomarkers","TECHNETIUM TC 99M TILMANOCEPT","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2013,"Lymphoseek kit","Technetium TC 99m tilmanocept"
"cancer_biomarkers","TECHNETIUM TC 99M TILMANOCEPT","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2013,"Lymphoseek kit","Technetium TC 99m tilmanocept"
"cancer_biomarkers","Tebentafusp","Oncology",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2022,"Kimmtrak","Tebentafusp"
"cancer_biomarkers","TAZOBACTAM","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2014,"Zerbaxa","Ceftolozane; tazobactam"
"cancer_biomarkers","TAVABOROLE","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2014,"Kerydin","Tavaborole"
"cancer_biomarkers","taurursodiol","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2022,"Relyvrio","Sodium phenylbutyrate; taurursodiol"
"cancer_biomarkers","TAGRAXOFUSP","Oncology",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2018,"Elzonris","Tagraxofusp"
"cancer_biomarkers","TAFENOQUINE","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2018,"Krintafel","Tafenoquine"
"cancer_biomarkers","Sutimlimab","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2022,"Enjaymo","Sutimlimab"
"cancer_biomarkers","SULFUR HEXAFLUORIDE LIPID-TYPE A MICROSPHERES","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2014,"Lumason","Sulfur hexafluoride lipid-type A microspheres"
"cancer_biomarkers","SUGAMMADEX","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2015,"Bridion","Sugammadex"
"cancer_biomarkers","SOFOSBUVIR","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2017,"Vosevi","Sofosbuvir; velpatasvir; voxilaprevir"
"cancer_biomarkers","SOFOSBUVIR","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2016,"Epclusa","Sofosbuvir; velpatasvir"
"cancer_biomarkers","SOFOSBUVIR","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2014,"Harvoni","Ledipasvir; sofosbuvir"
"cancer_biomarkers","SOFOSBUVIR","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2013,"Sovaldi","Sofosbuvir"
"cancer_biomarkers","SODIUM ZIRCONIUM CYCLOSILICATE","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2018,"Lokelma","Sodium zirconium cyclosilicate"
