"datasourceId","Drug_name","TA","noTarget","interactionAssociation","phenotypeAssociation","score","datasourceName","datasourceType","Year","Brand_name","Drug_name_original"
"cancer_biomarkers","TRIFAROTENE","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2019,"Aklief","Trifarotene"
"cancer_biomarkers","TRICLABENDAZOLE","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2019,"Egaten","Triclabendazole"
"cancer_biomarkers","TENOFOVIR ALAFENAMIDE","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2018,"Biktarvy","Bictegravir; emtricitabine; tenofovir alafenamide"
"cancer_biomarkers","TENAPANOR","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2019,"Ibsrela","Tenapanor"
"cancer_biomarkers","TECOVIRIMAT","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2018,"TPOXX","Tecovirimat"
"cancer_biomarkers","TAGRAXOFUSP","Oncology",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2018,"Elzonris","Tagraxofusp"
"cancer_biomarkers","TAFENOQUINE","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2018,"Krintafel","Tafenoquine"
"cancer_biomarkers","STIRIPENTOL","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2018,"Diacomit","Stiripentol"
"cancer_biomarkers","SODIUM ZIRCONIUM CYCLOSILICATE","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2018,"Lokelma","Sodium zirconium cyclosilicate"
"cancer_biomarkers","SARECYCLINE","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2018,"Seysara","Sarecycline"
"cancer_biomarkers","RIFAMYCIN","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2018,"Aemcolo","Rifamycin"
"cancer_biomarkers","RELEBACTAM","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2019,"Recarbrio","Cilastatin; imipenem; relebactam"
"cancer_biomarkers","PRUCALOPRIDE","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2018,"Motegrity","Prucalopride"
"cancer_biomarkers","PRETOMANID","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2019,"Pretomanid","Pretomanid"
"cancer_biomarkers","PRABOTULINUMTOXIN A","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2019,"Jeuveau","Prabotulinumtoxin A"
"cancer_biomarkers","PLAZOMICIN","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2018,"Zemdri","Plazomicin"
"cancer_biomarkers","PITOLISANT","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2019,"Wakix","Pitolisant"
"cancer_biomarkers","PEXIDARTINIB","Oncology",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2019,"Turalio","Pexidartinib"
"cancer_biomarkers","PEGVALIASE","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2018,"Palynziq","Pegvaliase"
"cancer_biomarkers","PALONOSETRON","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2018,"Akynzeo IV","Palonosetron; fosnetupitant"
"cancer_biomarkers","OMADACYCLINE","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2018,"Nuzyra","Omadacycline"
"cancer_biomarkers","OMADACYCLINE","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2018,"Nuzyra","Omadacycline"
"cancer_biomarkers","MOXIDECTIN","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2018,"Moxidectin","Moxidectin"
"cancer_biomarkers","LOFEXIDINE","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2018,"Lucemyra","Lofexidine"
"cancer_biomarkers","LEFAMULIN","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2019,"Xenleta","Lefamulin"
"cancer_biomarkers","LASMIDITAN","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2019,"Reyvow","Lasmiditan"
"cancer_biomarkers","LANADELUMAB","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2018,"Takhzyro","Lanadelumab"
"cancer_biomarkers","IMIPENEM","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2019,"Recarbrio","Cilastatin; imipenem; relebactam"
"cancer_biomarkers","GIVOSIRAN","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2019,"Givlaari","Givosiran"
"cancer_biomarkers","GALLIUM DOTATOC GA-68","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2019,"Gallium dotatoc Ga-68","Gallium dotatoc Ga-68"
"cancer_biomarkers","FOSNETUPITANT","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2018,"Akynzeo IV","Palonosetron; fosnetupitant"
"cancer_biomarkers","FLUORODOPA F-18","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2019,"Fluorodopa F-18","Fluorodopa F-18"
"cancer_biomarkers","FERRIC MALTOL","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2019,"Accrufer","Ferric maltol"
"cancer_biomarkers","ERAVACYCLINE","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2018,"Xerava","Eravacycline"
