"datasourceId","Drug_name","TA","noTarget","interactionAssociation","phenotypeAssociation","score","datasourceName","datasourceType","Year","Brand_name","Drug_name_original"
"cancer_biomarkers","VOXILAPREVIR","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2017,"Vosevi","Sofosbuvir; velpatasvir; voxilaprevir"
"cancer_biomarkers","VELPATASVIR","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2017,"Vosevi","Sofosbuvir; velpatasvir; voxilaprevir"
"cancer_biomarkers","VELPATASVIR","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2016,"Epclusa","Sofosbuvir; velpatasvir"
"cancer_biomarkers","VABORBACTAM","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2017,"Vabomere","Meropenem; vaborbactam"
"cancer_biomarkers","TELOTRISTAT ETIPRATE","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2017,"Xermelo","Telotristat etiprate"
"cancer_biomarkers","TELOTRISTAT ETIPRATE","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2017,"Xermelo","Telotristat etiprate"
"cancer_biomarkers","SOFOSBUVIR","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2017,"Vosevi","Sofosbuvir; velpatasvir; voxilaprevir"
"cancer_biomarkers","SOFOSBUVIR","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2016,"Epclusa","Sofosbuvir; velpatasvir"
"cancer_biomarkers","SECNIDAZOLE","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2017,"Solosec","Secnidazole"
"cancer_biomarkers","PLECANATIDE","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2017,"Trulance","Plecanatide"
"cancer_biomarkers","PIBRENTASVIR","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2017,"Mavyret","Glecaprevir; pibrentasvir"
"cancer_biomarkers","OZENOXACIN","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2017,"Xepi","Ozenoxacin"
"cancer_biomarkers","OCRELIZUMAB","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2017,"Ocrevus","Ocrelizumab"
"cancer_biomarkers","OBILTOXAXIMAB","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2016,"Anthim","Obiltoxaximab"
"cancer_biomarkers","NETARSUDIL","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2017,"Rhopressa","Netarsudil"
"cancer_biomarkers","NETARSUDIL","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2017,"Rhopressa","Netarsudil"
"cancer_biomarkers","NALDEMEDINE","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2017,"Symproic","Naldemedine"
"cancer_biomarkers","MEROPENEM","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2017,"Vabomere","Meropenem; vaborbactam"
"cancer_biomarkers","LIFITEGRAST","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2016,"Xiidra","Lifitegrast"
